"","Metabolite","CAS","SUPER_PATHWAY","SUB_PATHWAY","COMP_ID","PLATFORM","RI","MASS","PUBCHEM original","KEGG","HMDB","PUBCHEM_valid","PUBCHEM","PUBCHEM_Correction_Source"
"573","gabapentin","60142-96-3","Xenobiotics","Drug","38686","LC/MS Pos","2482","172.2",NA,"D00332","HMDB05015",FALSE,NA,"NA"
"574","galactose","59-23-4","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","12055","GC/MS","1793.8","203.9","3037556","C01582","HMDB00143",TRUE,"3037556","None"
"575","gamma-aminobutyrate (GABA)","56-12-2","Amino acid","Glutamate metabolism","1416","GC/MS","1539.7","304.10000000000002",NA,"C00334","HMDB00112",FALSE,NA,"NA"
"576","gamma-glutamylcysteine","636-58-8","Peptide","gamma-glutamyl","1778","LC/MS Pos","1274","251.1","842","C00669","HMDB01049",TRUE,"842","None"
"577","gamma-glutamylglutamate","1116-22-9","Peptide","gamma-glutamyl","36738","LC/MS Pos","1036","277.10000000000002","92865",NA,NA,TRUE,"92865","None"
"578","gamma-glutamylglutamine","10148-81-9","Peptide","gamma-glutamyl","2730","LC/MS Pos","806","276.10000000000002","150914",NA,"HMDB11738",TRUE,"150914","None"
"579","gamma-glutamylisoleucine*",NA,"Peptide","gamma-glutamyl","34456","LC/MS Pos","2644","261.2",NA,NA,"HMDB11170",FALSE,NA,"NA"
"580","gamma-glutamylleucine","2566-39-4","Peptide","gamma-glutamyl","18369","LC/MS Pos","2744","261.2","151023",NA,"HMDB11171",TRUE,"151023","None"
"581","gamma-glutamylphenylalanine","7432-24-8","Peptide","gamma-glutamyl","33422","LC/MS Pos","2846","295.10000000000002","111299",NA,"HMDB00594",TRUE,"111299","None"
"582","gamma-glutamylvaline","2746-34-1","Peptide","gamma-glutamyl","32393","LC/MS Pos","2040","247.2",NA,NA,"HMDB11172",FALSE,NA,"NA"
"583","gamma-tocopherol","54-28-4","Cofactors and vitamins","Tocopherol metabolism","33420","GC/MS","2264","488.4","14986","C02483","HMDB01492",FALSE,"92729","RaMP-DB"
"584","glucarate (saccharate)","5793-88-4","Cofactors and vitamins","Ascorbate and aldarate metabolism","1476","GC/MS","1885.8","333.1","33037","C00818","HMDB00663",TRUE,"33037","None"
"585","gluconate","527-07-1","Carbohydrate","Nucleotide sugars, pentose metabolism","587","GC/MS","1879.4","333","10690","C00257","HMDB00625",TRUE,"10690","None"
"586","glucose","50-99-7","Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism","20488","GC/MS","1866.8","217.1","79025","C00031","HMDB00122",TRUE,"79025","None"
"587","glucose 1-phosphate","56401-20-8","Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism","15561","GC/MS","2017","299.10000000000002","65533","C00103","HMDB01586",TRUE,"65533","None"
"588","glucose-6-phosphate (G6P)","103192-55-8","Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism","31260","GC/MS","2042.7","387.2",NA,"C00668","HMDB01401",FALSE,NA,"NA"
"589","glucuronate","207300-70-7","Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism","15443","GC/MS","1886.5","217","65041","C00191","HMDB00127",FALSE,"444791","RaMP-DB"
"590","glutamate","56-86-0","Amino acid","Glutamate metabolism","57","LC/MS Pos","700","148.1","611","C00025","HMDB03339",TRUE,"611","None"
"591","glutamate, gamma-methyl ester","1499-55-4","Amino acid","Glutamate metabolism","33487","LC/MS Pos","1062","162.1","73913",NA,NA,FALSE,"68662","RaMP-DB"
"592","glutamine","56-85-9","Amino acid","Glutamate metabolism","53","LC/MS Pos","684","147.19999999999999","5961","C00064","HMDB00641",TRUE,"5961","None"
"593","glutarate (pentanedioate)","110-94-1","Amino acid","Lysine metabolism","396","GC/MS","1433.6","261","4418048","C00489","HMDB00661",FALSE,"743","RaMP-DB"
"594","glutaroyl carnitine","102636-82-8","Amino acid","Lysine metabolism","35439","LC/MS Pos","1565","276.10000000000002",NA,NA,"HMDB13130",FALSE,NA,"NA"
"595","glutathione, oxidized (GSSG)","103239-24-3","Amino acid","Glutathione metabolism","27727","LC/MS Pos","1535","613.1",NA,"C00127","HMDB03337",FALSE,NA,"NA"
"596","glutathione, reduced (GSH)","70-18-8","Amino acid","Glutathione metabolism","2127","LC/MS Pos","1274","308.10000000000002","124886","C00051","HMDB00125",TRUE,"124886","None"
"597","glycerate","600-19-1","Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism","1572","GC/MS","1360.7","189","752","C00258","HMDB00139",FALSE,"439194; 5460358","RaMP-DB"
"598","glycerol","56-81-5","Lipid","Glycerolipid metabolism","15122","GC/MS","1311","205","753","C00116","HMDB00131",TRUE,"753","None"
"599","glycerol 2-phosphate","819-83-0","Xenobiotics","Chemical","27728","GC/MS","1691.8","243","2526","C02979","HMDB02520",TRUE,"2526","None"
"600","glycerol 3-phosphate (G3P)","29849-82-9","Lipid","Glycerolipid metabolism","15365","GC/MS","1719.7","357.1","754","C00093","HMDB00126",TRUE,"754","None"
"601","glycerophosphoethanolamine","33049-08-0","Lipid","Glycerolipid metabolism","37455","GC/MS","1906","357.1","123874","C01233","HMDB00114",TRUE,"123874","None"
"602","glycerophosphorylcholine (GPC)","28319-77-9","Lipid","Glycerolipid metabolism","15990","LC/MS Pos","694","258.10000000000002","657272","C00670","HMDB00086",TRUE,"657272","None"
"603","glycine","56-40-6","Amino acid","Glycine, serine and threonine metabolism","11777","GC/MS","1166","101.9",NA,"C00037","HMDB00123",FALSE,NA,"NA"
"604","glycocholenate sulfate*",NA,"Lipid","Bile acid metabolism","32599","LC/MS Neg","4763","254.8",NA,NA,NA,FALSE,NA,"NA"
"605","glycolate (hydroxyacetate)","79-14-1","Xenobiotics","Chemical","15737","GC/MS","1119","177",NA,"C00160","HMDB00115",FALSE,NA,"NA"
"606","glycolithocholate sulfate*",NA,"Lipid","Bile acid metabolism","32620","LC/MS Neg","5015","512.29999999999995","72222","C11301","HMDB02639",TRUE,"72222","None"
"607","glycylglycine","556-50-3","Peptide","Dipeptide","21029","GC/MS","1757.9","174",NA,"C02037","HMDB11733",FALSE,NA,"NA"
"608","glycylisoleucine","19461-38-2","Peptide","Dipeptide","36659","LC/MS Pos","2080","189.1",NA,NA,NA,FALSE,NA,"NA"
"609","glycylleucine","869-19-2","Peptide","Dipeptide","34398","LC/MS Pos","2236","189.1",NA,"C02155","HMDB00759",FALSE,NA,"NA"
"610","glycyllysine","31461-63-9","Peptide","Dipeptide","41529","GC/MS","2088.3000000000002","174.1","306144",NA,NA,TRUE,"306144","None"
"611","glycylmethionine","554-94-9","Peptide","Dipeptide","42012","LC/MS Pos","1593","207.1","96757",NA,NA,TRUE,"96757","None"
"612","glycylphenylalanine","3321-03-7","Peptide","Dipeptide","33954","LC/MS Neg","2193","221.2",NA,NA,NA,FALSE,NA,"NA"
"613","glycylproline","704-15-4","Peptide","Dipeptide","22171","LC/MS Pos","1115","173.1",NA,NA,"HMDB00721",FALSE,NA,"NA"
"614","glycylthreonine","7093-70-1","Peptide","Dipeptide","42050","GC/MS","1911.1","174.1","351980",NA,NA,TRUE,"351980","None"
"615","glycyltryptophan",NA,"Peptide","Dipeptide","38151","LC/MS Pos","2542","262.39999999999998",NA,NA,NA,FALSE,NA,"NA"
"616","glycyltyrosine","658-79-7","Peptide","Dipeptide","33958","LC/MS Pos","1728","239.1",NA,NA,NA,FALSE,NA,"NA"
"617","glycylvaline","1963-21-9","Peptide","Dipeptide","18357","LC/MS Pos","1572","175.1",NA,NA,NA,FALSE,NA,"NA"
"618","guanidinoacetate","352-97-6","Amino acid","Guanidino and acetamido metabolism","12359","GC/MS","1696.6","172",NA,"C00581","HMDB00128",FALSE,NA,"NA"
"619","guanine","73-40-5","Nucleotide","Purine metabolism, guanine containing","418","GC/MS","1942.3","352.1","764","C00242","HMDB00132",TRUE,"764","None"
"620","guanosine","118-00-3","Nucleotide","Purine metabolism, guanine containing","1573","LC/MS Neg","1675","282.10000000000002","6802","C00387","HMDB00133",TRUE,"6802","None"
"621","guanosine 5'- monophosphate (5'-GMP)","5550-12-9","Nucleotide","Purine metabolism, guanine containing","2849","LC/MS Pos","1300","364","761",NA,NA,FALSE,"135414246","Manual"
"622","gulono-1,4-lactone","1128-23-0","Cofactors and vitamins","Ascorbate and aldarate metabolism","33454","GC/MS","1862","333.1","608","C01040","HMDB03466",TRUE,"608","None"
"623","heme","14875-96-8","Cofactors and vitamins","Hemoglobin and porphyrin metabolism","41754","LC/MS Pos","5057","616.20000000000005",NA,NA,NA,FALSE,NA,"NA"
"624","hexanoylcarnitine","6920-35-0","Lipid","Carnitine metabolism","32328","LC/MS Pos","3174","260.2","6426853","C01585","HMDB00705",TRUE,"6426853","None"
"625","hippurate","495-69-2","Xenobiotics","Benzoate metabolism","15753","LC/MS Neg","2136","178.1","464","C01586","HMDB00714",TRUE,"464","None"
"626","histamine","51-45-6","Amino acid","Histidine metabolism","1574","GC/MS","1808","174.1","774","C00388","HMDB00870",TRUE,"774","None"
"627","histidine","5934-29-2","Amino acid","Histidine metabolism","59","LC/MS Neg","757","154.1",NA,"C00135","HMDB00177",FALSE,NA,"NA"
"628","histidylleucine","7763-65-7","Peptide","Dipeptide","40061","LC/MS Pos","1482","269.2",NA,NA,NA,FALSE,NA,"NA"
"629","histidylmethionine","2488-11-1",NA,NA,"41965","LC/MS Pos","1025","287.2",NA,NA,NA,FALSE,NA,"NA"
"630","histidylphenylalanine","16874-81-0","Peptide","Dipeptide","42084","LC/MS Pos","1730","303.2","4466133",NA,NA,FALSE,"152198","RaMP-DB"
"631","histidyltryptophan","23403-90-9","Peptide","Dipeptide","41912","LC/MS Pos","1961","342.2","6539217",NA,NA,TRUE,"6539217","None"
"632","histidyltyrosine","35979-00-1","Peptide","Dipeptide","41899","LC/MS Pos","1253","319.2","435685",NA,NA,FALSE,"515713","RaMP-DB"
"633","homocysteine","454-29-5","Amino acid","Cysteine, methionine, SAM, taurine metabolism","40266","GC/MS","1648.2","234","778","C00155","HMDB00742",TRUE,"778","None"
"634","homoserine","672-15-1","Amino acid","Glycine, serine and threonine metabolism","23642","GC/MS","1471","218.1",NA,"C00263","HMDB00719",FALSE,NA,"NA"
"635","homostachydrine*","1195-94-4","Xenobiotics","Food component/Plant","33009","LC/MS Pos","1199","158.19999999999999","441447","C08283",NA,TRUE,"441447","None"
"636","hydantoin-5-propionic acid","5624-26-0","Amino acid","Histidine metabolism","40473","LC/MS Neg","762","171.3","782","C05565","HMDB01212",TRUE,"782","None"
"637","hydrochlorothiazide","58-93-5","Xenobiotics","Drug","39625","LC/MS Neg","2041.6","296.10000000000002","3639","340","192",TRUE,"3639","None"
"638","hypotaurine","300-84-5","Amino acid","Cysteine, methionine, SAM, taurine metabolism","590","GC/MS","1598.5","188","107812","C00519","HMDB00965",TRUE,"107812","None"
"639","hypoxanthine","68-94-0","Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing","3127","LC/MS Neg","1313","135.1","790","C00262","HMDB00157",TRUE,"790","None"
"640","imidazole propionate","1074-59-5","Amino acid","Histidine metabolism","40730","LC/MS Pos","1011.7","141.1","70630",NA,"HMDB02271",TRUE,"70630","None"
"641","indoleacetate","6505-45-9","Amino acid","Tryptophan metabolism","27513","GC/MS","1862","202","802","C00954","HMDB00197",TRUE,"802","None"
"642","indolelactate","832-97-3","Amino acid","Tryptophan metabolism","18349","GC/MS","1964.9","202","92904","C02043","HMDB00671",FALSE,"676157","RaMP-DB"
"643","inosine","58-63-9","Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing","1123","LC/MS Neg","1600","267.2",NA,NA,NA,FALSE,NA,"NA"
"644","inositol 1-phosphate (I1P)","106032-59-1","Lipid","Inositol metabolism","1481","GC/MS","2057.8000000000002","318.10000000000002",NA,NA,"HMDB00213",FALSE,NA,"NA"
"645","isobutyrylcarnitine","25518-49-4","Amino acid","Valine, leucine and isoleucine metabolism","33441","LC/MS Pos","1941","232.2",NA,NA,NA,FALSE,NA,"NA"
"646","isoleucine","73-32-5","Amino acid","Valine, leucine and isoleucine metabolism","1125","LC/MS Pos","1614","132.1","791","C00407","HMDB00172",FALSE,"6306","RaMP-DB"
"647","isoleucylalanine","24787-73-3","Peptide","Dipeptide","40046","LC/MS Pos","1686","203.2",NA,NA,NA,FALSE,NA,"NA"
"648","isoleucylarginine","55715-01-0","Peptide","Dipeptide","40071","LC/MS Pos","1245","288.2","9900561",NA,NA,TRUE,"9900561","None"
"649","isoleucylglutamate","42516-53-0","Peptide","Dipeptide","40057","LC/MS Pos","1650","261.2",NA,NA,NA,FALSE,NA,"NA"
"650","isoleucylglycine","868-28-0","Peptide","Dipeptide","40008","LC/MS Pos","1732","189.2","342532",NA,NA,TRUE,"342532","None"
"651","isoleucylhistidine",NA,"Peptide","Dipeptide","40085","LC/MS Pos","1021","269.2",NA,NA,NA,FALSE,NA,"NA"
"652","isoleucylisoleucine","42537-99-5","Peptide","Dipeptide","36761","LC/MS Pos","2678","245.1",NA,NA,NA,FALSE,NA,"NA"
"653","isoleucylmethionine","42384-14-5","Peptide","Dipeptide","40058","LC/MS Pos","2392","263.2",NA,NA,NA,FALSE,NA,"NA"
"654","isoleucylphenylalanine","22951-98-0","Peptide","Dipeptide","40067","LC/MS Pos","3155","279.2","435728",NA,NA,TRUE,"435728","None"
"655","isoleucylserine","6403-14-1","Peptide","Dipeptide","40012","LC/MS Pos","1472.5","219.2",NA,NA,NA,FALSE,NA,"NA"
"656","isoleucyltryptophan","13589-06-5","Peptide","Dipeptide","40079","LC/MS Pos","3080","318.2","9797038",NA,NA,TRUE,"9797038","None"
"657","isoleucyltyrosine","38579-21-4","Peptide","Dipeptide","40073","LC/MS Pos","2300","295.2","342468",NA,NA,TRUE,"342468","None"
"658","isoleucylvaline","41017-96-3","Peptide","Dipeptide","40049","LC/MS Pos","2202","231.2",NA,NA,NA,FALSE,NA,"NA"
"659","isovalerylcarnitine",NA,"Amino acid","Valine, leucine and isoleucine metabolism","34407","LC/MS Pos","2533","246.2","6426851",NA,"HMDB00688",TRUE,"6426851","None"
"660","kynurenine","2922-83-0","Amino acid","Tryptophan metabolism","15140","LC/MS Pos","1902","209.1",NA,"C00328","HMDB00684",FALSE,NA,"NA"
"661","lactate","79-33-4","Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism","527","GC/MS","1102.8","116.9","612","C00186","HMDB00190",FALSE,"107689; 5460161","RaMP-DB"
"662","laurate (12:0)","143-07-7","Lipid","Medium chain fatty acid","1645","LC/MS Neg","5288","199.3","3893","C02679","HMDB00638",TRUE,"3893","None"
"663","laurylcarnitine",NA,"Lipid","Carnitine metabolism","34534","LC/MS Pos","5066","344.3","10427569",NA,"HMDB02250",TRUE,"10427569","None"
"664","leucine","61-90-5","Amino acid","Valine, leucine and isoleucine metabolism","60","LC/MS Pos","1674","132.19999999999999",NA,"C00123","HMDB00687",FALSE,NA,"NA"
"665","leucylalanine","7298-84-2","Peptide","Dipeptide","40010","LC/MS Pos","1760","203.2","259321",NA,NA,FALSE,"81721","RaMP-DB"
"666","leucylarginine","26607-15-8","Peptide","Dipeptide","40028","LC/MS Pos","1300","288.2","3800205",NA,NA,TRUE,"3800205","None"
"667","leucylasparagine","14608-81-2","Peptide","Dipeptide","40052","LC/MS Pos","1418","246.2","4128305",NA,NA,TRUE,"4128305","None"
"668","leucylglutamate",NA,"Peptide","Dipeptide","40021","LC/MS Pos","1716","261.2",NA,NA,NA,FALSE,NA,"NA"
"669","leucylglycine","686-50-0","Peptide","Dipeptide","40045","LC/MS Pos","1800","189.2","79070",NA,NA,TRUE,"79070","None"
"670","leucylhistidine","38062-72-5","Peptide","Dipeptide","40077","LC/MS Pos","1056","269.2","341684",NA,NA,TRUE,"341684","None"
"671","leucylleucine","3303-31-9","Peptide","Dipeptide","36756","LC/MS Pos","3012","245.1",NA,"C11332",NA,FALSE,NA,"NA"
"672","leucylmethionine","36077-39-1","Peptide","Dipeptide","40022","LC/MS Pos","2504","263.2","118276",NA,NA,TRUE,"118276","None"
"673","leucylphenylalanine","3063-05-6","Peptide","Dipeptide","40026","LC/MS Pos","3308","279.2","259325",NA,NA,TRUE,"259325","None"
"674","leucylserine","6209-12-7","Peptide","Dipeptide","40048","LC/MS Pos","1519.7","219.2","3621685",NA,NA,TRUE,"3621685","None"
"675","leucyltryptophan","5156-22-9","Peptide","Dipeptide","40034","LC/MS Pos","3216","318.2","329275",NA,NA,TRUE,"329275","None"
"676","leucyltyrosine","968-21-8","Peptide","Dipeptide","40030","LC/MS Pos","2413","295.2","273262",NA,NA,TRUE,"273262","None"
"677","lidocaine","137-58-6","Xenobiotics","Drug","35661","LC/MS Pos","2761","235.2","3676","D00358",NA,TRUE,"3676","None"
"678","linoleate (18:2n6)","60-33-3","Lipid","Essential fatty acid","1105","LC/MS Neg","5533","279.3","5280450","C01595","HMDB00673",TRUE,"5280450","None"
"679","linolenate [alpha or gamma; (18:3n3 or 6)]",NA,"Lipid","Essential fatty acid","34035","LC/MS Neg","5450","277.3",NA,"C06427","HMDB01388",FALSE,NA,"NA"
"680","lipitor","134523-03-8","Xenobiotics","Drug","38619","LC/MS Neg","5091.5","557.29999999999995","60823","D00887,C06834","HMDB05006",TRUE,"60823","None"
"681","lysine","56-87-1","Amino acid","Lysine metabolism","1301","LC/MS Pos","603","147.19999999999999","5962","C00047","HMDB00182",TRUE,"5962","None"
"682","lysylleucine","7369-79-1","Peptide","Dipeptide","40020","LC/MS Pos","1546","260.2","4682588",NA,NA,FALSE,"7016103","RaMP-DB"
"683","lysyllysine","13184-13-9",NA,NA,"42090","LC/MS Pos","533","138.19999999999999","4293571",NA,NA,TRUE,"4293571","None"
"684","lysylmethionine","97729-52-7","Peptide","Dipeptide","41943","LC/MS Pos","1013.1","278.2",NA,NA,NA,FALSE,NA,"NA"
"685","lysyltyrosine","35978-98-4","Peptide","Dipeptide","42089","LC/MS Pos","1310","310.3",NA,NA,NA,FALSE,NA,"NA"
"686","malate","6915-15-7","Energy","Krebs cycle","1303","GC/MS","1502","233","525","C00149","HMDB00156",TRUE,"525","None"
"687","malonylcarnitine",NA,"Lipid","Fatty acid synthesis","37059","LC/MS Pos","980","248.1",NA,NA,"HMDB02095",FALSE,NA,"NA"
"688","maltohexaose","34620-77-4","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","35170","LC/MS Neg","1224","989.1","5288409","C01936","HMDB12253",TRUE,"5288409","None"
"689","maltopentaose","34620-76-3","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","35163","LC/MS Neg","1100","827.1","3710145","C06218","HMDB12254",TRUE,"3710145","None"
"690","maltose","6363-53-7","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","15804","GC/MS","2176.1999999999998","204.1","439341","C00208","HMDB00163",TRUE,"439341","None"
"691","maltotetraose","34612-38-9","Carbohydrate","Oligosaccharide","15910","LC/MS Neg","965","665.1","446495","C02052","HMDB01296",FALSE,"439639; 25147451; 870","RaMP-DB"
"692","maltotriose","1109-28-0","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","15877","GC/MS","2419","204","439586","C01835","HMDB01262",TRUE,"439586","None"
"693","mannitol","69-65-8","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","15335","GC/MS","1839","319.10000000000002","6251","C00392","HMDB00765",TRUE,"6251","None"
"694","mannose","3458-28-4","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","584","GC/MS","1753.5","203.9","161658","C00159","HMDB00169",TRUE,"161658","None"
"695","mannose-6-phosphate","70442-25-0; 104872-94-8","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","1469","GC/MS","2004.6","387.1",NA,"C00275","HMDB01078",FALSE,NA,"NA"
"696","margarate (17:0)","506-12-7","Lipid","Long chain fatty acid","1121","LC/MS Neg","5733","269.3","10465",NA,"HMDB02259",TRUE,"10465","None"
"697","metformin","1115-70-4","Xenobiotics","Drug","39972","GC/MS","1746.4","284.10000000000002","4091","C07151","HMDB01921",TRUE,"4091","None"
"698","methionine","63-68-3","Amino acid","Cysteine, methionine, SAM, taurine metabolism","1302","LC/MS Pos","1252","150.1",NA,"C00073","HMDB00696",FALSE,NA,"NA"
"699","methionylalanine","3061-96-9","Peptide","Dipeptide","40685","LC/MS Pos","1500","221.1",NA,NA,NA,FALSE,NA,"NA"
"700","methionylasparagine","36261-61-7","Peptide","Dipeptide","40686","LC/MS Pos","1060.3","264.10000000000002","333467",NA,NA,TRUE,"333467","None"
"701","methionylaspartate","14595-65-4",NA,NA,"40687","LC/MS Pos","1275.3","265.10000000000002",NA,NA,NA,FALSE,NA,"NA"
"702","methionylglutamate","14517-44-3","Peptide","Dipeptide","40693","LC/MS Pos","1503","279.10000000000002",NA,NA,NA,FALSE,NA,"NA"
"703","methionylglycine","14486-03-4","Peptide","Dipeptide","40717","LC/MS Pos","1478","207.1","259185",NA,NA,TRUE,"259185","None"
"704","methionylleucine","14486-16-9","Peptide","Dipeptide","40023","LC/MS Pos","2698","263.2","3425788",NA,NA,TRUE,"3425788","None"
"705","methionylphenylalanine","14492-14-9","Peptide","Dipeptide","41441","LC/MS Pos","3042","297.2","100048",NA,NA,TRUE,"100048","None"
"706","methyl-alpha-glucopyranoside","97-30-3","Xenobiotics","Chemical","20714","LC/MS Pos","1087","212.1","64947","C02603",NA,FALSE,"64947","Manual"
"707","methylglutaroylcarnitine",NA,"Amino acid","Valine, leucine and isoleucine metabolism","37060","LC/MS Pos","1900","290.10000000000002","128145",NA,"HMDB00552",TRUE,"128145","None"
"708","methylphosphate","7023-27-0","Nucleotide","Purine and pyrimidine metabolism","37070","GC/MS","1221","240.9","13130",NA,NA,TRUE,"13130","None"
"709","metoprolol","56392-17-7","Xenobiotics","Drug","18037","LC/MS Pos","3205","268.2","4171","C07202,D02358","HMDB01932",TRUE,"4171","None"
"710","metoprolol acid metabolite*",NA,"Xenobiotics","Drug","34109","LC/MS Pos","2535","268.2","62936",NA,NA,TRUE,"62936","None"
"711","myo-inositol","87-89-8","Lipid","Inositol metabolism","19934","GC/MS","1924.9","217",NA,"C00137","HMDB00211",FALSE,NA,"NA"
"712","myristate (14:0)","544-63-8","Lipid","Long chain fatty acid","1365","LC/MS Neg","5439","227.3","11005","C06424","HMDB00806",TRUE,"11005","None"
"713","myristoleate (14:1n5)","544-64-9","Lipid","Long chain fatty acid","32418","LC/MS Neg","5338","225.3","5281119","C08322","HMDB02000",TRUE,"5281119","None"
"714","myristoylcarnitine","18822-89-4","Lipid","Carnitine metabolism","33952","LC/MS Pos","5113","372.4","6426854",NA,NA,TRUE,"6426854","None"
"715","naproxen","22204-53-1","Xenobiotics","Drug","12122","LC/MS Neg","4168","228.9","156391","C01517","HMDB01923",TRUE,"156391","None"
"716","nervonate (24:1n9)","506-37-6","Lipid","Long chain fatty acid","41820","GC/MS","2201","423.4","5281120","C08323","HMDB02368",TRUE,"5281120","None"
"717","nicotinamide","98-92-0","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","594","LC/MS Pos","1267","123.1","936","C00153","HMDB01406",TRUE,"936","None"
"718","nicotinamide adenine dinucleotide (NAD+)","53-84-9","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","5278","LC/MS Pos","1370","664",NA,"C00003","HMDB00902",FALSE,NA,"NA"
"719","nicotinamide adenine dinucleotide reduced (NADH)","58-68-4; 606-68-8","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","31475","LC/MS Neg","1554","664.1","439153","C00004","HMDB01487",TRUE,"439153","None"
"720","nicotinamide ribonucleotide (NMN)","1094-61-7","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","22152","LC/MS Pos","886","335.1","14180","C00455","HMDB00229",TRUE,"14180","None"
"721","nicotinamide riboside*","1341-23-7","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","33013","LC/MS Pos","955","255.1",NA,NA,NA,FALSE,NA,"NA"
"722","nicotinate","59-67-6","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","1504","LC/MS Neg","1221","122.1","938","C00253","HMDB01488",TRUE,"938","None"
"723","nicotinate adenine dinucleotide (NAAD+)","6450-77-7; 104809-30-5","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","15725","LC/MS Neg","1236","662.9",NA,NA,NA,FALSE,NA,"NA"
"724","octanoylcarnitine","3671-77-0","Lipid","Carnitine metabolism","33936","LC/MS Pos","4100","288.3","123701",NA,NA,TRUE,"123701","None"
"725","oleate (18:1n9)","112-80-1","Lipid","Long chain fatty acid","1359","GC/MS","1984.4","339.2","445639","C00712","HMDB00207",TRUE,"445639","None"
"726","oleoylcarnitine",NA,"Lipid","Carnitine metabolism","35160","LC/MS Pos","5202","426.4",NA,NA,"HMDB05065",FALSE,NA,"NA"
"727","ophthalmate","495-27-2","Amino acid","Glutathione metabolism","34592","LC/MS Neg","920","288.10000000000002","9817431",NA,"HMDB05765",FALSE,"7018721","RaMP-DB"
"728","ornithine","3184-13-2","Amino acid","Urea cycle; arginine-, proline-, metabolism","1493","GC/MS","1763.8","141.9","6262","C00077","HMDB03374",TRUE,"6262","None"
"729","p-acetamidophenylglucuronide","120595-80-4","Xenobiotics","Drug","33423","LC/MS Neg","1377","326.10000000000002","4022661",NA,"HMDB10316",TRUE,"4022661","None"
"730","p-cresol sulfate","3233-57-7","Amino acid","Phenylalanine & tyrosine metabolism","36103","LC/MS Neg","2896","187.1","4615422","C01468",NA,FALSE,"2879","RaMP-DB"
"731","palmitate (16:0)","57-10-3","Lipid","Long chain fatty acid","1336","LC/MS Neg","5619","255.3","985","C00249","HMDB00220",TRUE,"985","None"
"732","palmitoleate (16:1n7)","373-49-9","Lipid","Long chain fatty acid","33447","LC/MS Neg","5477","253.3","445638","C08362","HMDB03229",TRUE,"445638","None"
"733","palmitoyl sphingomyelin",NA,"Lipid","Sphingolipid","37506","GC/MS","2524","311.3","9939941",NA,NA,TRUE,"9939941","None"
"734","palmitoylcarnitine","6865-14-1","Lipid","Carnitine metabolism","22189","LC/MS Pos","5179","400.4","461",NA,NA,TRUE,"461","None"
"735","pantothenate","137-08-6","Cofactors and vitamins","Pantothenate and CoA metabolism","1508","LC/MS Pos","2218","220.1","6613","C00864","HMDB00210",TRUE,"6613","None"
"736","paroxetine","110429-49-8","Xenobiotics","Drug","40461","LC/MS Pos","4222","330.2","43815","D02362,C07415",NA,TRUE,"43815","None"
"737","pelargonate (9:0)","112-05-0","Lipid","Medium chain fatty acid","12035","LC/MS Neg","4847","157.19999999999999","5461016","C01601","HMDB00847",FALSE,"8158","RaMP-DB"
"738","penicillin G","69-57-8","Xenobiotics","Drug","37468","LC/MS Pos","3314","335.2","2349","C05551",NA,FALSE,"5904","RaMP-DB"
"739","pentadecanoate (15:0)","1002-84-2","Lipid","Long chain fatty acid","1361","GC/MS","1853.5","299.2","13849","C16537","HMDB00826",TRUE,"13849","None"
"740","phenol red","143-74-8","Xenobiotics","Chemical","36817","LC/MS Neg","3650","353.1","4766","C12600",NA,TRUE,"4766","None"
"741","phenol sulfate","937-34-8","Amino acid","Phenylalanine & tyrosine metabolism","32553","LC/MS Neg","2150","173.1","74426","C02180",NA,TRUE,"74426","None"
"742","phenylacetylglutamine","28047-15-6","Amino acid","Phenylalanine & tyrosine metabolism","35126","LC/MS Pos","2868","265.2","306137","C04148","HMDB06344",TRUE,"306137","None"
"743","phenylalanine","63-91-2","Amino acid","Phenylalanine & tyrosine metabolism","64","LC/MS Pos","2056","166.1",NA,"C00079","HMDB00159",FALSE,NA,"NA"
"744","phenylalanylalanine","3918-87-4","Peptide","Dipeptide","41374","LC/MS Pos","2047.6","237.1",NA,NA,NA,FALSE,NA,"NA"
